ID,Name,EWG_ID,EWG,ScoreMin,ScoreMax,Description,Cancer,Allergies,Toxicity,Restriction
I_145,TRIETHANOLAMINE,706639,6,6,6,Triethanolamine is a strongly alkaline substance used as surfactant and pH adjusting chemical.,LOW,MODERATE,LOW,HIGH
I_146,C12-15 ALKYL BENZOATE,700898,1,1,1,This ingredient is composed of benzoic acid and long-chain (C12-15) alcohols .,LOW,LOW,LOW,LOW
I_147,DECYL GLUCOSIDE,701883,2,2,2,Decyl glucoside is a glucose-based surfactant commonly used in shampoos and body washes.,LOW,MODERATE,LOW,LOW
I_148,CALCIUM ALUMINUM BOROSILICATE,700955,2,2,2,Calcium aluminum borosilicate is a glass-type material used as a bulking agent.,LOW,LOW,LOW,LOW
I_149,SORBIC ACID,706224,2,2,2,Sorbic acid is a naturally occuring and synthetically produced compound used as a preservative.,LOW,MODERATE,LOW,LOW
I_150,VITIS VINIFERA (GRAPE) SEED OIL,706924,1,1,1,"Grape seed oil is obtained from the seeds of grape plant, Vitis vinifera.",LOW,LOW,LOW,LOW
I_151,PEG-40 HYDROGENATED CASTOR OIL,704597,1_3,1,3,"PEG-40 hydrogenated castor oil is a polyethylene glycol derivative of castor oil; may be contaminated with potentially toxic impurities such as 1,4-dioxane.",LOW,LOW,LOW,LOW
I_152,GLYCERYL CAPRYLATE,702630,1,1,1,Glyceryl Caprylate is a monoester of glycerin and caprylic acid.,LOW,LOW,LOW,LOW
I_153,ASCORBIC ACID (VITAMIN C),700544,1,1,1,Ascorbic acid (Vitamin C) is a naturally occurring antioxidant.,LOW,LOW,LOW,LOW
I_154,PARAFFIN,704453,1,1,1,Paraffin is a solid mixture of hydrocarbons obtained from petroleum.,LOW,LOW,LOW,LOW
I_155,DIMETHICONE CROSSPOLYMER,702028,1,1,1,This ingredient is a silicon-based polymer (dimethicone) modified with hydrocarbon side chains in the C3-C20 size range.,LOW,LOW,LOW,LOW
I_156,CARTHAMNUS TINCTORIUS (SAFFLOWER) OIL,701141,1,1,1,Safflower seed oil is obtained from the seed of Carthamus tinctorius; this ingredient consists primarily of the triglycerides of linoleic acid.,LOW,LOW,LOW,LOW
I_157,ACRYLATES/ C10-30 ALKYL ACRYLATE CROSSPOLYMER,700138,1,1,1,This ingredient is a polymer of actylic acid and related chemicals.,LOW,LOW,LOW,LOW
I_158,CHROMIUM OXIDE GREENS,701345,3_7,3,7,"Chromium oxide is a mineral pigment, Cr2O3, used as a colorant in a variety of products. This ingredient contains trivalent chromium, a form of chromium that functions as an essential trace element in human metabolism.",LOW,LOW,LOW,HIGH
I_159,PEG-100 STEARATE,721388,1_3,1,3,PEG-100 Stearate is a polyethylene glycol ester of stearic acid.,LOW,LOW,LOW,LOW
I_160,DIMETHICONOL,702044,1,1,1,Dimethiconol is a silicon-based polymer.,LOW,LOW,LOW,LOW
I_161,SODIUM LAURYL SULFATE,706110,1_2,1,2,Sodium lauryl sulfate is the sodium salt of lauryl sulfate.,LOW,LOW,LOW,LOW
I_162,RETINYL PALMITATE (VITAMIN A PALMITATE),705545,9,9,9,"Retinyl palmitate is an ingredient composed of palmitic acid and retinol (Vitamin A). Data from an FDA study indicate that retinyl palmitate, when applied to the skin in the presence of sunlight, may speed the development of skin tumors and lesions. FDA, Norwegian and German health agencies have raised a concern that daily skin application of vitamin A creams may contribute to excessive vitamin A intake for pregnant women and other populations.",MODERATE,LOW,HIGH,HIGH
I_163,DEHYDROACETIC ACID,701893,1,1,1,Dehydroacetic acid is a synthetic preservative.,LOW,LOW,LOW,LOW
I_164,GLYCOL DISTEARATE,702699,1,1,1,"Glycol distearate is a compound based on stearic acid, a naturally occurring fatty acid.",LOW,LOW,LOW,LOW
I_165,ISONONYL ISONONANOATE,703186,1,1,1,Synthetic skin conditioning agent.,LOW,LOW,LOW,LOW
I_166,POLYHYDROXYSTEARIC ACID,705059,1,1,1,Polyhydroxystearic Acid is a polymer of Hydroxystearic Acid (q.v.),LOW,LOW,LOW,LOW
I_167,HYDROXYCITRONELLAL,703051,3_6,3,6,Hydroxycitronellal is a common scent ingredient; produced synthetically from naturally occurring scent chemical citronellal.,LOW,HIGH,LOW,HIGH
I_168,ALPHA-ISOMETHYL IONONE,700295,3_5,3,5,Ionones are a group of naturally occurring and synthetically produced scent chemicals.,LOW,HIGH,LOW,MODERATE
I_169,MENTHA PIPERITA (PEPPERMINT) OIL,703844,5,5,5,Peppermint oil is a volatile oil obtained from the plant Mentha piperita.,LOW,HIGH,LOW,LOW
I_170,CALENDULA OFFICINALIS (POT MARIGOLD) FLOWER EXTRACT,700990,1,1,1,Extract of the calendula (Calendula officinalis) flowers.,LOW,LOW,LOW,LOW
I_171,PEG-10 DIMETHICONE,704493,3,3,3,PEG-10 Dimethicone is a polyethylene glycol derivative of Dimethicone (q.v.) containing anaverage of 10 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_172,OCTINOXATE,704203,7,7,7,"This common sunscreen ingredient is shown to have hormone-mimicking effects on laboratory animals. This chemical is found in humans, including mothers' milk samples.",LOW,MODERATE,MODERATE,LOW
I_173,SODIUM BICARBONATE,705994,1,1,1,Sodium bicarbonate (baking soda) is an inorganic salt,LOW,LOW,LOW,LOW
I_174,PALMITIC ACID,704412,1,1,1,Palmitic acid is a naturally occurring fatty acid.,LOW,LOW,LOW,LOW
I_175,POLYSORBATE-60,705139,1_3,1,3,Polysorbate 60 (Tween-60) is a sorbitol-based emulsifier and surfactant.,LOW,LOW,LOW,LOW
I_176,LAUROYL LYSINE,703434,1,1,1,"Lauroyl lysine is a derivative of lauric acid and lysine, a naturally occurring amino acid.",LOW,LOW,LOW,LOW
I_177,MAGNESIUM STEARATE,703708,1,1,1,"Magnesium stearate is a magnesium salt of stearic acid, a naturally occurring fatty acid.",LOW,LOW,LOW,LOW
I_178,SODIUM PCA,706151,1,1,1,Sodium PCA is a derivative of naturally occurring amino acid proline; it is used as a conditioning agent.,LOW,LOW,LOW,LOW
I_179,POLYMETHYLSILSESQUIOXANE,705075,1,1,1,Polymethylsilsesquioxane is a polymer formed by the hydrolysis and condensation ofmethyltrimethoxysilane.,LOW,LOW,LOW,LOW
I_180,LILIAL,700872,8,8,8,Lilial (butylphenyl methylpropanal) is a synthetic scent ingredient; associated with allergies and contact dermatitis.,LOW,HIGH,MODERATE,HIGH
I_181,CI 45410 (D&C Red No. 27 or 28),701793,5,5,5,D&C Red 27 is a synthetic dye produced from petroleum or coal tar sources; this dye is FDA-approved for use in pharmaceuticals and cosmetics.,LOW,LOW,LOW,HIGH
I_182,HYDROGENATED CASTOR OIL,702919,1,1,1,This ingredient is produced by hydrogenation of Ricinus communis (Castor) seed oil.,LOW,LOW,LOW,LOW
I_183,POLYQUATERNIUM-10,705101,1,1,1,Polyquaternium-10 is a synthetic polymeric.,LOW,LOW,LOW,LOW
I_184,METHICONE,703873,1,1,1,Methicone is a linear silicone-based polymer.,LOW,LOW,LOW,LOW
I_185,TRIBEHENIN,706608,1,1,1,"Tribehenin is composed of glycerin and behenic acid, a naturally-occurring long-chain fatty acid.",LOW,LOW,LOW,LOW
I_186,FD&C Red No. 40 (CI 16035) Aluminum Lake,702432,3_6,3,6,"In industrial production of colorants, the term 'lake' is applied to pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Most lake pigments are synthetically produced from coal tar or petroleum.",LOW,MODERATE,LOW,LOW
I_187,CYCLOHEXASILOXANE,701736,2,2,2,Cyclohexasiloxane is a cyclic silicon-based polymer.,LOW,LOW,LOW,LOW
I_188,SORBITAN ISOSTEARATE,706228,1,1,1,"This ingredient is a surfactant composed of sorbitol and isostearic acid, a fatty acid.",LOW,LOW,LOW,LOW
I_189,AMINOMETHYL PROPANOL,700348,1_4,1,4,This ingredient is a small molecular weight buffering agent.,LOW,LOW,LOW,HIGH
I_190,ALUMINUM STARCH OCTENYLSUCCINATE,700326,1_2,1,2,This ingredient is an aluminum salt of chemically modified starch.,LOW,LOW,LOW,LOW
I_191,POLYQUATERNIUM-7,705124,1_5,1,5,This ingredient is a synthetic polymer based on quaternary ammonium compounds.,LOW,LOW,LOW,HIGH
I_192,MALTODEXTRIN,703727,1,1,1,Maltodextrin is a saccharide material obtained by hydrolysis of starch.,LOW,LOW,LOW,LOW
I_193,SIMMONDSIA CHINENSIS (JOJOBA) ESTERS,703268,1,1,1,"Jojoba Esters is a complex mixture of esters produced by the transesterification/interesterification of Simmondsia Chinensis (Jojoba) Oil (q.v.), Hydrogenated Jojoba Oil (q.v.), or amixture of the two.",LOW,LOW,LOW,LOW
I_194,COCO-GLUCOSIDE,701535,2,2,2,Coco-glucoside is a surfactant produced by chemical reaction between glucose and coconut oil-derived ingredients.,LOW,LOW,LOW,LOW
I_195,OCTYLDODECYL STEAROYL STEARATE,704241,1,1,1,Octyldodecyl stearoyl stearate is a lipid-based synthetic skin conditioning agent.,LOW,LOW,LOW,LOW
I_196,ISOHEXADECANE,703183,1,1,1,Isohexadecane is a branched chain hydrocarbon with 16 carbons; it is a component of petroleum; used as a skin-conditioning agent in personal care products.,LOW,LOW,LOW,LOW
I_197,CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT,701707,1,1,1,"Extract of the fruit of the cucumber, Cucumis sativus.",LOW,LOW,LOW,LOW
I_198,MELALEUCA ALTERNIFOLIA (TEA TREE) LEAF OIL,703792,6,6,6,"This ingredient is distilled from the leaves of Tea Tree, Melaleuca alternifolia, a shrub native to New Zealand.",LOW,HIGH,LOW,LOW
I_199,PENTAERYTHRITYL TETRAISOSTEARATE,704741,1,1,1,Pentaerythrityl tetraisostearate is a synthetic lipid-based ingredient used as a skin conditioning agent.,LOW,LOW,LOW,LOW
I_200,SODIUM COCOYL ISETHIONATE,706048,1,1,1,"Sodium cocoyl isethionate is a surfactant based on fatty acids from coconut oil and isoethionic acid, a type of sulfonic acid.",LOW,LOW,LOW,LOW
I_201,PVP,705419,1,1,1,PVP (polyvinylpyrrolidone) is a water-soluble synthetic polymer.,LOW,LOW,LOW,LOW
I_202,FD&C Red No. 40 (CI 16035),702431,3_6,3,6,"FD&C Red 40 is a synthetic dye produced from petroleum; this dye is FDA-approved for use in food, pharmaceuticals and cosmetics.",LOW,MODERATE,LOW,LOW
I_203,COCO-CAPRYLATE/ CAPRATE,701534,1,1,1,Coco-Caprylate/Caprate is a mixture of esters of Coconut Alcohol (q.v.) with Caprylic Acid(q.v.) and Capric Acid (q.v.).,LOW,LOW,LOW,LOW
I_204,ZEA MAYS (CORN) STARCH,707051,1,1,1,Zea Mays (Corn) Starch is a starch obtained from corn.,LOW,LOW,LOW,LOW
I_205,MANGIFERA INDICA (MANGO) SEED BUTTER,703745,1,1,1,Mango seed butter is a fat obtained from the seed of Mangifera indica.,LOW,LOW,LOW,LOW
I_206,ISOPROPYL PALMITATE,703207,1,1,1,Isopropyl Palmitate is an ester of isopropyl alcohol and palmitic acid.,LOW,LOW,LOW,LOW
I_207,SALICYLIC ACID,705746,1_3,1,3,Salicylic acid is a naturally occuring and synthetically produced beta hydroxy acid used in skin treatment products.,LOW,LOW,LOW,MODERATE
I_208,METHYL METHACRYLATE CROSSPOLYMER,703907,1,1,1,Methyl Methacrylate Crosspolymer is a copolymer of methyl methacrylate crosslinked withglycol dimethacrylate.,LOW,LOW,LOW,LOW
I_209,AMODIMETHICONE,700387,1,1,1,Amodimethicone is a silicon-based polymer.,LOW,LOW,LOW,LOW
I_210,AVOBENZONE,700596,1_2,1,2,This common sunscreen ingredient offers protection from UVA rays. Sunlight can cause this ingredient to break down and lose its effectiveness for skin protection. Photodegredation is delayed by mixing avobenzone with stabilizing chemicals.,LOW,LOW,LOW,MODERATE
I_211,Citrus Aurantium Dulcis (Orange) Peel Oil,862669,5_7,5,7,,LOW,HIGH,LOW,MODERATE
I_212,ARGININE,700503,1,1,1,Arginine is a naturally occurring amino acid.,LOW,LOW,LOW,LOW
I_213,SYNTHETIC BEESWAX,706405,1,1,1,"Synthetic Beeswax is a wax synthetically derived to be generally indistinguishable from naturalbeeswax with regard to composition and properties. It consists chiefly of a mixture of esters of even-numbered, straight chain acids and alcohols co ntaining 16-36 carbon atoms.",LOW,LOW,LOW,LOW
I_214,HYDRATED SILICA,719552,1,1,1,Hydrated silica is a form of silicon dioxide (sand).,LOW,LOW,LOW,LOW
I_215,OCTISALATE,704204,3_5,3,5,Octisalate is a sunscreen ingredient with a generally good safety profile. It can stabilize avobenzone and result in longer-lasting sun protection.,LOW,LOW,LOW,MODERATE
I_216,CELLULOSE GUM,701190,1,1,1,This ingredient is a chemically-treated cellulose derivative.,LOW,LOW,LOW,LOW
I_217,D&C Black No. 2 (CI 77266),725373,4_10,4,10,,MODERATE,MODERATE,MODERATE,HIGH
I_218,MENTHOL,703855,3,3,3,Menthol is a scent ingredient naturally found in peppermin oil; also manufactured synthetically on a large scale.,LOW,HIGH,LOW,LOW
I_219,PRUNUS ARMENIACA (APRICOT) KERNEL OIL,700467,1,1,1,,LOW,LOW,LOW,LOW
I_220,BETAINE,707116,1,1,1,Betaine is a zwitterion (inner salt).,LOW,LOW,LOW,LOW
I_221,ALUMINUM POWDER,700324,8_10,8,10,Aluminum Powder is a metallic substance composed of finely ground particles of aluminum; used as a colorant.,LOW,LOW,MODERATE,HIGH
I_222,BISABOLOL,700771,1_2,1,2,Bisabolol is a scent ingredient naturally occurring in camomile.,LOW,LOW,LOW,MODERATE
I_223,GLUCONOLACTONE,702593,1,1,1,Gluconolactone is a lactone.,LOW,LOW,LOW,LOW
I_224,HYDROXYACETOPHENONE,862367,1,1,1,,LOW,LOW,LOW,LOW
I_225,D&C RED NO. 30 (CI 73360) LAKE,701802,4_5,4,5,"In industrial production of colorants, the term 'lake' is applied to pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Most lake pigments are synthetically produced from coal tar or petroleum.",LOW,LOW,LOW,HIGH
I_226,IODOPROPYNYL BUTYLCARBAMATE,703111,5_6,5,6,Iodopropynyl butylcarbamate is used as a preservative in cosmetic formulations; it is acutely toxic by inhalation and should not be used in products that can be aerosolized or inhaled.,LOW,MODERATE,LOW,HIGH
I_227,SORBITAN SESQUIOLEATE,706234,1,1,1,Sorbitan sesquioleate is a surfactant and emulsifier based on sorbitol and modified oleic acid; may be a contact allergen.,LOW,LOW,LOW,LOW
I_228,COCAMIDE MEA,701517,1_4,1,4,Cocamide MEA is a compound synthesized from coconut oils and ethanolamine.,LOW,LOW,LOW,HIGH
I_229,ROSMARINUS OFFICINALIS (ROSEMARY) LEAF OIL,705657,1,1,1,Rosemary leaf oil is extracted from the flowering tops and leaves of the Rosmarinus officinalis plant.,LOW,LOW,LOW,LOW
I_230,TETRASODIUM GLUTAMATE DIACETATE,724485,1,1,1,,LOW,LOW,LOW,LOW
I_231,MAGNESIUM ALUMINUM SILICATE,703679,1,1,1,Magnesium Aluminum Silicate is a complex silicate refined from naturally occurring minerals.,LOW,LOW,LOW,LOW
I_232,SODIUM SACCHARIN,706177,1,1,1,Saccharin is an aritifical sweetener benzoic sulfimide.,LOW,LOW,LOW,LOW
I_233,CETEARETH-20,701225,1_3,1,3,"Ceteareth-20 is the polyethylene glycol ether of cetearyl alcohol; may contain potentially toxic impurities such as 1,4-dioxane.",LOW,LOW,LOW,LOW
I_234,CERESIN,701212,1,1,1,"Ceresin is a waxy mixture of hydrocarbons obtained by purification of ozokerite, a naturally occurring mineral wax.",LOW,LOW,LOW,LOW
I_235,MACADAMIA TERNIFOLIA (MACADAMIA) SEED OIL,703672,1,1,1,Oil obtained from the nuts of Macadamia ternifolia.,LOW,LOW,LOW,LOW
I_236,ETHYL ACETATE,702293,1,1,1,Ethyl acetate is a widely used synthetic solvent.,LOW,LOW,LOW,LOW
I_237,DMDM HYDANTOIN (FORMALDEHYDE RELEASER),702196,6,6,6,"DMDM hydantoin is an antimicrobial formaldehyde releaser preservative. People exposed to such formaldehyde-releasing ingredients may develop a formaldehyde allergy or an allergy to the ingredient itself and its decomposition products. In the U.S., approximately 20% of cosmetics and personal care products contain a formaldehyde-releaser and the frequency of contact allergy to these ingredients is much higher among Americans compared to studies in Europe.",LOW,HIGH,LOW,MODERATE
I_238,POLYISOBUTENE,705061,1,1,1,Polyisobutene is a synthetic polymer of isobutylene; used as a film-forming agent.,LOW,LOW,LOW,LOW
I_239,TRIDECYL TRIMELLITATE,706636,1,1,1,Tridecyl Trimellitate is a triester of Tridecyl Alcohol (q.v.) and trimellitic acid.,LOW,LOW,LOW,LOW
I_240,ZINC OXIDE,707070,1_3,1,3,Zinc Oxide is an inorganic oxide used as a colorant and sunscreen agent.,LOW,MODERATE,LOW,LOW
I_241,EUGENOL,702373,3_5,3,5,Eugenol is a naturally occuring scent chemical found in clove oil; also manufactured synthetically. Has been associated with allergies and contact dermatitis.,LOW,HIGH,LOW,MODERATE
I_242,SODIUM PHYTATE,723889,1,1,1,Sodium Phytate is a complex sodium salt of Phytic Acid (q.v.).,LOW,LOW,LOW,LOW
I_243,BUTYL ACETATE,700847,1,1,1,Butyl acetate is a naturally occurring and synthetically produced solvent.,LOW,LOW,LOW,LOW
I_244,SILICA SILYLATE,705921,1,1,1,Silica Silylate is a hydrophobic silica derivative where some of the hydroxyl groups on thesurface of the fumed silica have been replaced by trimethylsiloxyl groups.,LOW,LOW,LOW,LOW
I_245,CANNABIS SATIVA (HEMP) SEED OIL,701045,1_2,1,2,Hemp oil is extracted from the seeds of the Cannabis sativa plant.,LOW,LOW,LOW,MODERATE
I_246,CITRUS LIMON (LEMON) PEEL OIL,862676,4_6,4,6,,LOW,HIGH,LOW,MODERATE
I_247,FD&C Yellow No. 6 (CI 15985),702444,3_7,3,7,"FD&C Yellow 6 is a synthetic dye produced from petroleum; this dye is FDA-approved for use in food, pharmaceuticals and cosmetics.",LOW,MODERATE,LOW,HIGH
I_248,NITROCELLULOSE,704142,1,1,1,Nitrocellulose is a highly flammable ingredient obtained by treating cellulose with nitric acid; used as a film-forming agent in cosmetics and personal care products.,LOW,LOW,LOW,LOW
I_249,LAURYL GLUCOSIDE,703445,2,2,2,This ingredient is a sugar- and lipid-based surfactant.,LOW,LOW,LOW,LOW
I_250,POLYSORBATE-80,705142,1_3,1,3,Polysorbate 80 is a surfactant and emulsifier used in cleaners and personal care products.,LOW,LOW,LOW,LOW
I_251,TETRAHEXYLDECYL ASCORBATE,706498,1,1,1,Tetrahexyldecyl Ascorbate is an ester of Hexyldecanol (q.v.) and Ascorbic Acid (q.v.)..,LOW,LOW,LOW,LOW
I_252,SORBITAN OLIVATE,706231,1,1,1,Sorbitan olivate is a surfactant based on olive oil and sorbitol.,LOW,LOW,LOW,LOW
I_253,POTASSIUM HYDROXIDE,705204,2_5,2,5,Potassium Hydroxide is a caustic inorganic base.,LOW,LOW,LOW,HIGH
I_254,CI 45380 (D&C Red No. 21 or 22) Lake,701789,5,5,5,"In industrial production of colorants, the term 'lake' is applied to pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Most lake pigments are synthetically produced from coal tar or petroleum.",LOW,LOW,LOW,HIGH
I_255,FERRIC AMMONIUM FERROCYANIDE,702453,1_4,1,4,Ferric Ammonium Ferrocyanide is an iron-based inorganic salt used as a colorant.,LOW,LOW,LOW,HIGH
I_256,POLYGLYCERYL-3 DIISOSTEARATE,705026,1,1,1,Polyglyceryl-3 Diisostearate is a diester of Isostearic Acid (q.v.) and Polyglycerin-3 (q.v.).,LOW,LOW,LOW,LOW
